iter	MAPE
646	0.1417377312
647	0.1417377312
648	0.1417377312
649	0.1417377312
650	0.1417377312
651	0.1417377312
652	0.1417377312
653	0.1417377312
654	0.1417377312
655	0.1417377312
656	0.1417377312
657	0.1417377312
658	0.1417377312
659	0.1417377312
660	0.1417377312
661	0.1417377312
662	0.1417377312
663	0.1417377312
664	0.1417377312
665	0.1417377312
666	0.1417377312
667	0.1417377312
668	0.1417377312
669	0.1417377312
670	0.1417377312
671	0.1417377312
672	0.1417377312
673	0.1417377312
674	0.1417377312
675	0.1417377312
676	0.1417377312
677	0.1417377312
678	0.1417377312
679	0.1417377312
680	0.1417377312
681	0.1417377312
682	0.1417377312
683	0.1417377312
684	0.1417377312
685	0.1417377312
686	0.1417377312
687	0.1417377312
688	0.1417377312
689	0.1417377312
690	0.1417377312
691	0.1417377312
692	0.1417377312
693	0.1417377312
694	0.1417377312
695	0.1417377312
696	0.1417377312
697	0.1417377312
698	0.1417377312
699	0.1417377312
700	0.1417377312
701	0.1417377312
702	0.1417377312
703	0.1417377312
704	0.1417377312
705	0.1417377312
706	0.1417377312
707	0.1417377312
708	0.1417377312
709	0.1417377312
710	0.1417377312
711	0.1417377312
712	0.1417377312
713	0.1417377312
714	0.1417377312
715	0.1417377312
716	0.1417377312
717	0.1417377312
718	0.1417377312
719	0.1417377312
720	0.1417377312
721	0.1417377312
722	0.1417377312
723	0.1417377312
724	0.1417377312
725	0.1417377312
726	0.1417377312
727	0.1417377312
728	0.1417377312
729	0.1417377312
730	0.1417377312
731	0.1417377312
732	0.1417377312
733	0.1417377312
734	0.1417377312
735	0.1417377312
736	0.1417377312
737	0.1417377312
738	0.1417377312
739	0.1417377312
740	0.1417377312
741	0.1417377312
742	0.1417377312
743	0.1417377312
744	0.1417377312
745	0.1417377312
746	0.1417377312
747	0.1417377312
748	0.1417377312
749	0.1417377312
750	0.1417377312
751	0.1417377312
752	0.1417377312
753	0.1417377312
754	0.1417377312
755	0.1417377312
756	0.1417377312
757	0.1417377312
758	0.1417377312
759	0.1417377312
760	0.1417377312
761	0.1417377312
762	0.1417377312
763	0.1417377312
764	0.1417377312
765	0.1417377312
766	0.1417377312
767	0.1417377312
768	0.1417377312
769	0.1417377312
770	0.1417377312
771	0.1417377312
772	0.1417377312
773	0.1417377312
774	0.1417377312
775	0.1417377312
776	0.1417377312
777	0.1417377312
778	0.1417377312
779	0.1417377312
780	0.1417377312
781	0.1417377312
782	0.1417377312
783	0.1417377312
784	0.1417377312
785	0.1417377312
786	0.1417377312
787	0.1417377312
788	0.1417377312
789	0.1417377312
790	0.1417377312
791	0.1417377312
792	0.1417377312
793	0.1417377312
794	0.1417377312
795	0.1417377312
796	0.1417377312
797	0.1417377312
798	0.1417377312
799	0.1417377312
800	0.1417377312
801	0.1417377312
802	0.1417377312
803	0.1417377312
804	0.1417377312
805	0.1417377312
806	0.1417377312
807	0.1417377312
808	0.1417377312
809	0.1417377312
810	0.1417377312
811	0.1417377312
812	0.1417377312
813	0.1417377312
814	0.1417377312
815	0.1417377312
816	0.1417377312
817	0.1417377312
818	0.1417377312
819	0.1417377312
820	0.1417377312
821	0.1417377312
822	0.1417377312
823	0.1417377312
824	0.1417377312
825	0.1417377312
826	0.1417377312
827	0.1417377312
828	0.1417377312
829	0.1417377312
830	0.1417377312
831	0.1417377312
832	0.1417377312
833	0.1417377312
834	0.1417377312
835	0.1417377312
836	0.1417377312
837	0.1417377312
838	0.1417377312
839	0.1417377312
840	0.1417377312
841	0.1417377312
842	0.1417377312
843	0.1417377312
844	0.1417377312
845	0.1417377312
846	0.1417377312
847	0.1417377312
848	0.1417377312
849	0.1417377312
850	0.1417377312
851	0.1417377312
852	0.1417377312
853	0.1417377312
854	0.1417377312
855	0.1417377312
856	0.1417377312
857	0.1417377312
858	0.1417377312
859	0.1417377312
860	0.1417377312
861	0.1417377312
862	0.1417377312
863	0.1417377312
864	0.1417377312
865	0.1417377312
866	0.1417377312
867	0.1417377312
868	0.1417377312
869	0.1417377312
870	0.1417377312
871	0.1417377312
872	0.1417377312
873	0.1417377312
874	0.1417377312
875	0.1417377312
876	0.1417377312
877	0.1417377312
878	0.1417377312
879	0.1417377312
880	0.1417377312
881	0.1417377312
882	0.1417377312
883	0.1417377312
884	0.1417377312
885	0.1417377312
886	0.1417377312
887	0.1417377312
888	0.1417377312
889	0.1417377312
890	0.1417377312
891	0.1417377312
892	0.1417377312
893	0.1417377312
894	0.1417377312
895	0.1417377312
896	0.1417377312
897	0.1417377312
898	0.1417377312
899	0.1417377312
900	0.1417377312
901	0.1417377312
902	0.1417377312
903	0.1417377312
904	0.1417377312
905	0.1417377312
906	0.1417377312
907	0.1417377312
908	0.1417377312
909	0.1417377312
910	0.1417377312
911	0.1417377312
912	0.1417377312
913	0.1417377312
914	0.1417377312
915	0.1417377312
916	0.1417377312
917	0.1417377312
918	0.1417377312
919	0.1417377312
920	0.1417377312
921	0.1417377312
922	0.1417377312
923	0.1417377312
924	0.1417377312
925	0.1417377312
926	0.1417377312
927	0.1417377312
928	0.1417377312
929	0.1417377312
930	0.1417377312
931	0.1417377312
932	0.1417377312
933	0.1417377312
934	0.1417377312
935	0.1417377312
936	0.1417377312
937	0.1417377312
938	0.1417377312
939	0.1417377312
940	0.1417377312
941	0.1417377312
942	0.1417377312
943	0.1417377312
944	0.1417377312
945	0.1417377312
946	0.1417377312
947	0.1417377312
948	0.1417377312
949	0.1417377312
950	0.1417377312
951	0.1417377312
952	0.1417377312
953	0.1417377312
954	0.1417377312
955	0.1417377312
956	0.1417377312
957	0.1417377312
958	0.1417377312
959	0.1417377312
960	0.1417377312
961	0.1417377312
962	0.1417377312
963	0.1417377312
964	0.1417377312
965	0.1417377312
966	0.1417377312
967	0.1417377312
968	0.1417377312
969	0.1417377312
970	0.1417377312
971	0.1417377312
972	0.1417377312
973	0.1417377312
974	0.1417377312
975	0.1417377312
976	0.1417377312
977	0.1417377312
978	0.1417377312
979	0.1417377312
980	0.1417377312
981	0.1417377312
982	0.1417377312
983	0.1417377312
984	0.1417377312
985	0.1417377312
986	0.1417377312
987	0.1417377312
988	0.1417377312
989	0.1417377312
990	0.1417377312
991	0.1417377312
992	0.1417377312
993	0.1417377312
994	0.1417377312
995	0.1417377312
996	0.1417377312
997	0.1417377312
998	0.1417377312
999	0.1417377312
1000	0.1417377312
1001	0.1417377312
1002	0.1417377312
1003	0.1417377312
1004	0.1417377312
1005	0.1417377312
1006	0.1417377312
1007	0.1417377312
1008	0.1417377312
1009	0.1417377312
1010	0.1417377312
1011	0.1417377312
1012	0.1417377312
1013	0.1417377312
1014	0.1417377312
1015	0.1417377312
1016	0.1417377312
1017	0.1417377312
1018	0.1417377312
1019	0.1417377312
1020	0.1417377312
1021	0.1417377312
1022	0.1417377312
1023	0.1417377312
1024	0.1417377312
1025	0.1417377312
1026	0.1417377312
1027	0.1417377312
1028	0.1417377312
1029	0.1417377312
1030	0.1417377312
1031	0.1417377312
1032	0.1417377312
1033	0.1417377312
1034	0.1417377312
1035	0.1417377312
1036	0.1417377312
1037	0.1417377312
1038	0.1417377312
1039	0.1417377312
1040	0.1417377312
1041	0.1417377312
1042	0.1417377312
1043	0.1417377312
1044	0.1417377312
1045	0.1417377312
1046	0.1417377312
1047	0.1417377312
1048	0.1417377312
1049	0.1417377312
1050	0.1417377312
1051	0.1417377312
1052	0.1417377312
1053	0.1417377312
1054	0.1417377312
1055	0.1417377312
1056	0.1417377312
1057	0.1417377312
1058	0.1417377312
1059	0.1417377312
1060	0.1417377312
1061	0.1417377312
1062	0.1417377312
1063	0.1417377312
1064	0.1417377312
1065	0.1417377312
1066	0.1417377312
1067	0.1417377312
1068	0.1417377312
1069	0.1417377312
1070	0.1417377312
1071	0.1417377312
1072	0.1417377312
1073	0.1417377312
1074	0.1417377312
1075	0.1417377312
1076	0.1417377312
1077	0.1417377312
1078	0.1417377312
1079	0.1417377312
1080	0.1417377312
1081	0.1417377312
1082	0.1417377312
1083	0.1417377312
1084	0.1417377312
1085	0.1417377312
1086	0.1417377312
1087	0.1417377312
1088	0.1417377312
1089	0.1417377312
1090	0.1417377312
1091	0.1417377312
1092	0.1417377312
1093	0.1417377312
1094	0.1417377312
1095	0.1417377312
1096	0.1417377312
1097	0.1417377312
1098	0.1417377312
1099	0.1417377312
1100	0.1417377312
1101	0.1417377312
1102	0.1417377312
1103	0.1417377312
1104	0.1417377312
1105	0.1417377312
1106	0.1417377312
1107	0.1417377312
1108	0.1417377312
1109	0.1417377312
1110	0.1417377312
1111	0.1417377312
1112	0.1417377312
1113	0.1417377312
1114	0.1417377312
1115	0.1417377312
1116	0.1417377312
1117	0.1417377312
1118	0.1417377312
1119	0.1417377312
1120	0.1417377312
1121	0.1417377312
1122	0.1417377312
1123	0.1417377312
1124	0.1417377312
1125	0.1417377312
1126	0.1417377312
1127	0.1417377312
1128	0.1417377312
1129	0.1417377312
1130	0.1417377312
1131	0.1417377312
1132	0.1417377312
1133	0.1417377312
1134	0.1417377312
1135	0.1417377312
1136	0.1417377312
1137	0.1417377312
1138	0.1417377312
1139	0.1417377312
1140	0.1417377312
1141	0.1417377312
1142	0.1417377312
1143	0.1417377312
1144	0.1417377312
1145	0.1417377312
1146	0.1417377312
1147	0.1417377312
1148	0.1417377312
1149	0.1417377312
1150	0.1417377312
1151	0.1417377312
1152	0.1417377312
1153	0.1417377312
1154	0.1417377312
1155	0.1417377312
1156	0.1417377312
1157	0.1417377312
1158	0.1417377312
1159	0.1417377312
1160	0.1417377312
1161	0.1417377312
1162	0.1417377312
1163	0.1417377312
1164	0.1417377312
1165	0.1417377312
1166	0.1417377312
1167	0.1417377312
1168	0.1417377312
1169	0.1417377312
1170	0.1417377312
1171	0.1417377312
1172	0.1417377312
1173	0.1417377312
1174	0.1417377312
1175	0.1417377312
1176	0.1417377312
1177	0.1417377312
1178	0.1417377312
1179	0.1417377312
1180	0.1417377312
1181	0.1417377312
1182	0.1417377312
1183	0.1417377312
1184	0.1417377312
1185	0.1417377312
1186	0.1417377312
1187	0.1417377312
1188	0.1417377312
1189	0.1417377312
1190	0.1417377312
1191	0.1417377312
1192	0.1417377312
1193	0.1417377312
1194	0.1417377312
1195	0.1417377312
1196	0.1417377312
1197	0.1417377312
1198	0.1417377312
1199	0.1417377312
1200	0.1417377312
1201	0.1417377312
1202	0.1417377312
1203	0.1417377312
1204	0.1417377312
1205	0.1417377312
1206	0.1417377312
1207	0.1417377312
1208	0.1417377312
1209	0.1417377312
1210	0.1417377312
1211	0.1417377312
1212	0.1417377312
1213	0.1417377312
1214	0.1417377312
1215	0.1417377312
1216	0.1417377312
1217	0.1417377312
1218	0.1417377312
1219	0.1417377312
1220	0.1417377312
1221	0.1417377312
1222	0.1417377312
1223	0.1417377312
1224	0.1417377312
1225	0.1417377312
1226	0.1417377312
1227	0.1417377312
1228	0.1417377312
1229	0.1417377312
1230	0.1417377312
1231	0.1417377312
1232	0.1417377312
1233	0.1417377312
1234	0.1417377312
1235	0.1417377312
1236	0.1417377312
1237	0.1417377312
1238	0.1417377312
1239	0.1417377312
1240	0.1417377312
1241	0.1417377312
1242	0.1417377312
1243	0.1417377312
1244	0.1417377312
1245	0.1417377312
1246	0.1417377312
1247	0.1417377312
1248	0.1417377312
1249	0.1417377312
1250	0.1417377312
1251	0.1417377312
1252	0.1417377312
1253	0.1417377312
1254	0.1417377312
1255	0.1417377312
1256	0.1417377312
1257	0.1417377312
1258	0.1417377312
1259	0.1417377312
1260	0.1417377312
1261	0.1417377312
1262	0.1417377312
1263	0.1417377312
1264	0.1417377312
1265	0.1417377312
1266	0.1417377312
1267	0.1417377312
1268	0.1417377312
1269	0.1417377312
1270	0.1417377312
1271	0.1417377312
1272	0.1417377312
1273	0.1417377312
1274	0.1417377312
1275	0.1417377312
1276	0.1417377312
1277	0.1417377312
1278	0.1417377312
1279	0.1417377312
1280	0.1417377312
1281	0.1417377312
1282	0.1417377312
1283	0.1417377312
1284	0.1417377312
1285	0.1417377312
1286	0.1417377312
1287	0.1417377312
1288	0.1417377312
1289	0.1417377312
1290	0.1417377312
1291	0.1417377312
1292	0.1417377312
1293	0.1417377312
1294	0.1417377312
1295	0.1417377312
1296	0.1417377312
1297	0.1417377312
1298	0.1417377312
1299	0.1417377312
1300	0.1417377312
1301	0.1417377312
1302	0.1417377312
1303	0.1417377312
1304	0.1417377312
1305	0.1417377312
1306	0.1417377312
1307	0.1417377312
1308	0.1417377312
1309	0.1417377312
1310	0.1417377312
1311	0.1417377312
1312	0.1417377312
1313	0.1417377312
1314	0.1417377312
1315	0.1417377312
1316	0.1417377312
1317	0.1417377312
1318	0.1417377312
1319	0.1417377312
1320	0.1417377312
1321	0.1417377312
1322	0.1417377312
1323	0.1417377312
1324	0.1417377312
1325	0.1417377312
1326	0.1417377312
1327	0.1417377312
1328	0.1417377312
1329	0.1417377312
1330	0.1417377312
1331	0.1417377312
1332	0.1417377312
1333	0.1417377312
1334	0.1417377312
1335	0.1417377312
1336	0.1417377312
1337	0.1417377312
1338	0.1417377312
1339	0.1417377312
1340	0.1417377312
1341	0.1417377312
1342	0.1417377312
1343	0.1417377312
1344	0.1417377312
1345	0.1417377312
1346	0.1417377312
1347	0.1417377312
1348	0.1417377312
1349	0.1417377312
1350	0.1417377312
1351	0.1417377312
1352	0.1417377312
1353	0.1417377312
1354	0.1417377312
1355	0.1417377312
1356	0.1417377312
1357	0.1417377312
1358	0.1417377312
1359	0.1417377312
1360	0.1417377312
1361	0.1417377312
1362	0.1417377312
1363	0.1417377312
1364	0.1417377312
1365	0.1417377312
1366	0.1417377312
1367	0.1417377312
1368	0.1417377312
1369	0.1417377312
1370	0.1417377312
1371	0.1417377312
1372	0.1417377312
1373	0.1417377312
1374	0.1417377312
1375	0.1417377312
1376	0.1417377312
1377	0.1417377312
1378	0.1417377312
1379	0.1417377312
1380	0.1417377312
1381	0.1417377312
1382	0.1417377312
1383	0.1417377312
1384	0.1417377312
1385	0.1417377312
1386	0.1417377312
1387	0.1417377312
1388	0.1417377312
1389	0.1417377312
1390	0.1417377312
1391	0.1417377312
1392	0.1417377312
1393	0.1417377312
1394	0.1417377312
1395	0.1417377312
1396	0.1417377312
1397	0.1417377312
1398	0.1417377312
1399	0.1417377312
1400	0.1417377312
1401	0.1417377312
1402	0.1417377312
1403	0.1417377312
1404	0.1417377312
1405	0.1417377312
1406	0.1417377312
1407	0.1417377312
1408	0.1417377312
1409	0.1417377312
1410	0.1417377312
1411	0.1417377312
1412	0.1417377312
1413	0.1417377312
1414	0.1417377312
1415	0.1417377312
1416	0.1417377312
1417	0.1417377312
1418	0.1417377312
1419	0.1417377312
1420	0.1417377312
1421	0.1417377312
1422	0.1417377312
1423	0.1417377312
1424	0.1417377312
1425	0.1417377312
1426	0.1417377312
1427	0.1417377312
1428	0.1417377312
1429	0.1417377312
1430	0.1417377312
1431	0.1417377312
1432	0.1417377312
1433	0.1417377312
1434	0.1417377312
1435	0.1417377312
1436	0.1417377312
1437	0.1417377312
1438	0.1417377312
1439	0.1417377312
1440	0.1417377312
1441	0.1417377312
1442	0.1417377312
1443	0.1417377312
1444	0.1417377312
1445	0.1417377312
1446	0.1417377312
1447	0.1417377312
1448	0.1417377312
1449	0.1417377312
1450	0.1417377312
1451	0.1417377312
1452	0.1417377312
1453	0.1417377312
1454	0.1417377312
1455	0.1417377312
1456	0.1417377312
1457	0.1417377312
1458	0.1417377312
1459	0.1417377312
1460	0.1417377312
1461	0.1417377312
1462	0.1417377312
1463	0.1417377312
1464	0.1417377312
1465	0.1417377312
1466	0.1417377312
1467	0.1417377312
1468	0.1417377312
1469	0.1417377312
1470	0.1417377312
1471	0.1417377312
1472	0.1417377312
1473	0.1417377312
1474	0.1417377312
1475	0.1417377312
1476	0.1417377312
1477	0.1417377312
1478	0.1417377312
1479	0.1417377312
1480	0.1417377312
1481	0.1417377312
1482	0.1417377312
1483	0.1417377312
1484	0.1417377312
1485	0.1417377312
1486	0.1417377312
1487	0.1417377312
1488	0.1417377312
1489	0.1417377312
1490	0.1417377312
1491	0.1417377312
1492	0.1417377312
1493	0.1417377312
1494	0.1417377312
1495	0.1417377312
1496	0.1417377312
1497	0.1417377312
